file,published_split,width,height,captured_at,boxes,sha256,phash256,exclusion,session,split
IMG_20250504_205439.jpg,train,480,640,2025-05-04T20:54:39,1.5kg:1;10kg:1;2.5kg:1;25kg:2;zacisk:1,695e09833c2ac689d45a1df90cd7b628f414bc4934e5237ee63dc4c0c1c971d5,8c358e04936a1fb665af6f03c18375c0a6e73b2e44af6c9dc8b163e283cc7e2a,,8,test
IMG_20250501_183808.jpg,train,640,640,2025-05-01T18:38:08,2.5kg:1;25kg:1;2kg:1;zacisk:1,b09cca79e0d5c7c472193a13b4c02ae244192db4a55570722c4fac3b92cc309d,837974955c9e369738c63c4ea37b834a3723ee3bc5c9a1c884cc6696a393a16b,,1,train
IMG_20250504_194924.jpg,train,480,640,2025-05-04T19:49:24,10kg:1;1kg:1;2.5kg:1;zacisk:1,b6bcb6316c022b23fa33a5481242fe7266174a62080c8c4dd03c4f7e4479b2a4,84119b6c9e6c9412ad938c931e72955d1aacc55b16b6211da2ef6feec5117ba6,,7,test
IMG_20251106_135718_jpg,train,640,640,2025-11-06T13:57:18,0.5kg:1;10kg:1;2.5kg:1;25kg:1;zacisk:1,f18176115fd5e168ce0fe49f24a6aa18a0a43a0379bc84c085a91e9beac19153,ae998954194e66cae67366630fcc79d6d13cd3611b951898e4cee66b1f311c34,,16,train
IMG_20250908_105838_jpg,train,640,640,2025-09-08T10:58:38,1.5kg:1;15kg:1;2.5kg:1;zacisk:1,f4eef9fc1f59cea3e6505cae15babf4c4c533970af85e08d548e9e98a196bf20,ce699b2499b324cb3326ccc39b66219b9933c6d9e6cc64b264c79b0d63996c66,,9,val
ZE_20.png,train,640,429,,10kg:1;25kg:1;zacisk:1,424284296146e7194cf7d19d71c2f5898380916c45f329aa9d8c82b77e513f9f,d51ad54ad964dd9a9d0a9b6c0efb265e625659527910fd10dc95916f027f2255,third_party_video,,excluded
IMG_20251107_111802.jpg,train,480,640,2025-11-07T11:18:02,15kg:1;2.5kg:1;25kg:3;2kg:1;zacisk:1,e9a447cb37255d712351e0299bb33eb9d616bf1027f958f6a8ff238d4c2dc5e8,99f9ccddc01366d6adfce165b365b662f6703c503468b6681760fb606c83609b,,21,train
IMG_20251107_110209_jpg,train,640,640,2025-11-07T11:02:09,15kg:1;1kg:1;2.5kg:1;25kg:3;zacisk:1,3bf752228d537ee23907eabcfe17f21d97211a0d61db4f3f3c1b49bf2e6902cc,d9329913eccd3271c6c93249cda43937d4db1332c9b50b36fcda964a4f894e25,,20,train
IMG_20250504_195138.jpg,train,480,640,2025-05-04T19:51:38,1.5kg:1;10kg:1;2.5kg:1;zacisk:1,a873527718f92a3bb8b94c909abbfee19b712b949f8a7138e216060d55a40497,d7899a7f8d26ba52a7ddbc1d8771a50c3bc6e4087297694660206b67f4887387,,7,test
IMG_20251107_111635_jpg,train,640,640,2025-11-07T11:16:35,15kg:1;2.5kg:1;25kg:3;2kg:1;zacisk:1,459b6a53a4b7eb722323a3fcc48790c91a740c3f403bf635c36d5119b12a314b,fb32cd9726cd3278b24836644db64d8bc5cbb2e829b66b169659c5c94ec50a96,,21,train
IMG_20250501_190342.jpg,train,640,640,2025-05-01T19:03:42,0.5kg:1;2.5kg:1;25kg:1;5kg:1;zacisk:1,85e9488ee253d01d2e6bc3b237f471ba126e5765bd2192bb5ef75471a21ae4ea,e695916a992e26927326ccd9e4d93b2239c1d264e4633d9a5963e6f5b1363d48,,2,val
IMG_20250504_211247.jpg,train,480,640,2025-05-04T21:12:47,1.5kg:1,93bc79e463507dfb5e5a5e4b8791d50e7001832b287577b6437d0c3ed4034c2d,95eb90789372232683378215e57fbec07f6078a9545f641d8c9add147b6a7063,,8,test
IMG_20251107_111532_jpg,train,640,640,2025-11-07T11:15:32,15kg:1;2.5kg:1;25kg:3;2kg:1;zacisk:1,2d67784999709a17cbfa59d2458a1613eb610151b309a00bb85c58162ea950be,ec6698c693916f29a13ce335dac17856dc7ae52fd4669cc29a118b9ca11d7e41,,21,train
IMG_20250504_204553_BURST005.jpg,train,480,640,2025-05-04T20:45:53,0.5kg:1;2.5kg:1;20kg:1;25kg:2;zacisk:1,4858c28de5f02f71af0eea1318f4e626799d85e2e16e9bb900cbecccc590fc85,8489cc199add3fef67fe9a00e320aba48aae7a6f987b706393700e62ae953a18,,8,test
ZE_30.png,train,640,415,,25kg:2;2kg:1;5kg:1;zacisk:1,5f93b0de6ca25a67153e3095dc28468956d3257dc95dc8aa238c7ba354bb6d52,a6cde6ccd93219b294d04332f13339bb9e5dceee2337f0d57c8ac76402e2824c,third_party_video,,excluded
IMG_20250929_122448_jpg,train,640,640,2025-09-29T12:24:48,0.5kg:1;2.5kg:1;20kg:1;zacisk:1,faa8436f01d4878c5fd88f155ee93532257e9118eca203731e4a35777a78d2ce,cc659b2699b164d89b32ccd39b366599ccc766cc326c66336cc69b6c66993186,,10,train
IMG_20251107_115724_jpg,train,640,640,2025-11-07T11:57:24,25kg:4;2kg:1;5kg:1;zacisk:1,f7edb944c7013aa7a01712b51f60af8c6b680757158f3a8ac040ba3983870904,f87a89e0c3a4381c89da79c892cb49e04b24f6c87c5abe4f2c15ce374b694b3f,,22,train
IMG_20250504_205232.jpg,train,480,640,2025-05-04T20:52:32,1kg:1;2.5kg:1;25kg:2;5kg:1;zacisk:1,4fea1a0153e233a9f0153a3ae6223c39476bdf90b33c9bc450e656594b73f756,8e968f97936b8e9b65a36b60d98874e823753a2f66a9289460f873e01be72e0b,,8,test
ZE_111.png,train,640,591,,1kg:1;2.5kg:1;25kg:2;5kg:1;zacisk:1,46f61f618e9d7c82de34888fa2562c2848211f8d4e657d5a9f826e9dcefbb310,a4cb8d63193712dfb4df59650c61ed4a790594d3c6cb5b673171c5611b621c4b,third_party_video,,excluded
IMG_20251107_113252_jpg,train,640,640,2025-11-07T11:32:52,1.5kg:1;10kg:1;2.5kg:1;25kg:3;zacisk:1,677595a27ee6bdce171f4f516b6aec2794ba4b11b80d6e13a7d442b41494a8e8,a5a7d6f79218252cdb4a3556c14e3552ad30a1db68d61a51cf16b96550735f2d,,21,train
IMG_20251009_133857_jpg,train,640,640,2025-10-09T13:38:57,1.5kg:1;10kg:1;25kg:1;zacisk:1,d46fc6270efadddc397cf8215b454f04f8d6f3db5dec6b6b4559050587b82edd,ce5a9b399a6c65ce9b31e658996c64e3333866d364936d8c6c71924b671e1931,,13,train
IMG_20251107_095943.jpg,train,480,640,2025-11-07T09:59:43,1kg:1;2.5kg:1;20kg:1;25kg:2;zacisk:1,c44b64f99a1cc410d11e757ec8e2f502ac90a18438db6c7198a8a326f4e852fc,a314e09e8ce39c2d330ff3e80c1fda00b37e83c10cdae797113e8ce29d9765b5,,17,train
IMG_20251106_141025_jpg,train,640,640,2025-11-06T14:10:25,15kg:1;1kg:1;2.5kg:1;zacisk:1,6bccf7862d909d2b0d6631fe68a735ca33ec66b87cee6d0f3899ccd7d3544871,cc67ccc7630e3319b31913194c6e76ee909993314ce64ce6926790314bbd6bde,,16,train
IMG_20250504_203846.jpg,train,480,640,2025-05-04T20:38:46,2.5kg:1;20kg:1;25kg:1;2kg:1;zacisk:1,a9b355a50395eb569ec33d5b3b931099b3c6e0f845835e9f991fa9b008bce335,8524be2d9fba9e1ab6518db0d60985de1acb859206391b95a5ff3b8fc534620d,,8,test
IMG_20250929_121354_jpg,train,640,640,2025-09-29T12:13:54,20kg:1;zacisk:1,e49c00b03c219b1a87d09fce6199a640355384c54dfc529356a379f4c170cec3,cc669933ccd366cc9999cccc99b366c98cc66664333364cbcccc9b3266673199,,10,train
IMG_20251106_131259_jpg,train,640,640,2025-11-06T13:12:59,0.5kg:1;15kg:1;2.5kg:1;25kg:1;zacisk:1,18dcb13faf56b451ec719528d011dd045a210b5525215f1eab0579afcd7f053d,e1e0cc3961ff3b83d387f190edd0f5f1f445f42cac2d5c0d9c1f9e028e016c89,,14,train
IMG_20250929_120855.jpg,train,480,640,2025-09-29T12:08:55,20kg:1;2kg:1;zacisk:1,555b1965ae41df647d5bdb66782308311f0f283d7eb2eea5b70dad73e5a672ae,a75890e8cccdcd9d49d7c9fd6d3a82837d14aab5770a964aba9632242d6da21a,,10,train
IMG_20251107_115738.jpg,train,480,640,2025-11-07T11:57:38,25kg:4;2kg:1;5kg:1;zacisk:1,22fd34ce5417ea249e02d4bbd31329609f14546930527c9efdaa20a113ed36f8,f0f0c4408fce4f847cfc805846c06882397e9f19b3bbb97b99379333b0599e74,,22,train
IMG_20251106_141145_jpg,train,640,640,2025-11-06T14:11:45,15kg:1;2.5kg:1;2kg:1;zacisk:1,adea390f272b007a8986389db270f4f61e5fecebcde72ec2ab14d86cd2c9d9c9,e0638e6719ec318cb398f18cd9c662ef8e388f314c632c67b698e718c1a6f8c7,,16,train
IMG_20251107_112436.jpg,train,480,640,2025-11-07T11:24:36,0.5kg:1;10kg:1;2.5kg:1;25kg:3;zacisk:1,a5f70340bf6e42947c650e82d04f8a6c00f3ecf4a048775f78033431f7ee1a0f,fa2f8d66c5e049b93f0f87cd47e8320d802f24f86833d837b267344b8e5b8659,,21,train
IMG_20250929_115559_jpg,train,640,640,2025-09-29T11:55:59,2.5kg:1;20kg:1;zacisk:1,282c014625fb5dae098b3e4ed00e83bcd58c73c2838b2fc6b76e137466bdb6d1,9a6c9b269b3d66cd9e64cc3931b66492c65966cd64c3319dce6c9a6c34c33133,,10,train
IMG_20251107_113324_jpg,train,640,640,2025-11-07T11:33:24,1.5kg:1;10kg:1;2.5kg:1;25kg:3;zacisk:1,13cc44acc187029a5ce8e78f38f56a1d411daaa616ea60598dd25967d15a0ee9,a537da5392126729dd213501c3ad3ea2cf28dfcc3cc4cac86f9ccd5c74612e63,,21,train
IMG_20251107_095715_jpg,train,640,640,2025-11-07T09:57:15,1.5kg:1;2.5kg:1;20kg:1;25kg:2;zacisk:1,aeeb8ee267454ac1b541b83a31c16c6875176c2c966c32ea67282cd90d447505,a6af9beb8969291199c807a91bab395f2819d0885ccc99cd80c594c4dfce5f6f,,17,train
IMG_20251106_140824.jpg,train,480,640,2025-11-06T14:08:24,15kg:1;1kg:1;2.5kg:1;zacisk:1,4752042d62253d4f6b8c6a2f902ab68825b46f36c04e20f76d2915be162d37bf,fc3c87cf03837238f38f18ec03c73af19383d038e9872ce007c737e3a1c7f81c,,16,train
IMG_20250504_204441.jpg,train,480,640,2025-05-04T20:44:41,2.5kg:1;20kg:1;25kg:2;2kg:1;zacisk:1,72a9f5ff05477e03387bd0dba570a6ec952ccd6259fd0b9f25eb15c9e50feaad,8ccacc999cdd3ddf67d09e00e3208fac4eee3a3e586270529372067a8ebd383a,,8,test
IMG_20251009_133725_jpg,train,640,640,2025-10-09T13:37:25,10kg:1;25kg:1;2kg:1;zacisk:1,9e3cfc92e5fb669b09578ebe244b1dcb0333dcde21de7a1b4810a188d000ed3a,ce6d993cce3166da999c6663992661969931666b66c964d364c79b4d663119a6,,13,train
IMG_20250504_203156.jpg,train,480,640,2025-05-04T20:31:56,1.5kg:1;10kg:1;2.5kg:1;25kg:1;zacisk:1,5a1bc6b3e8e65b5205f65e8fa693b23d48a2079854aeba693a74c3be4f25e1e9,c514bef48cb9921ab7dd9cd41e6995581acda5121635091ca5f73befc51032d6,,8,test
IMG_20251106_140906_jpg,train,640,640,2025-11-06T14:09:06,15kg:1;1kg:1;2.5kg:1;zacisk:1,7f91c0ef3a6252fdbae2c4d139aff9380e64a18acdf4ebf257331526ed9eb540,b326d9376c992698c6cc66690992331c9b37ce660b2639b3e5ddccec0c1b0db3,,16,train
IMG_20251106_135526_jpg,train,640,640,2025-11-06T13:55:26,10kg:1;1kg:1;2.5kg:1;25kg:1;zacisk:1,b6a37ffde56f4ce7d520c3cfdd43a0542ce9eeb2251e8eb401522aeb32225482,a6d3d92d47ec3492cc67664c193974db719ade311b33193424cce6431e711dbc,,16,train
IMG_20250504_194809.jpg,train,480,640,2025-05-04T19:48:09,10kg:1;1kg:1;2.5kg:1;25kg:1;zacisk:1,a6f4cb08e696805e60e5c59c977e011ac9cb0b0cae1ba3ba47c67caf7510b8fb,806d9c929992846daf69d96bbee9896937b28a6f76d2ebb925884c03806f7698,,7,test
IMG_20251107_120005_jpg,train,640,640,2025-11-07T12:00:05,1kg:1;25kg:4;5kg:1;zacisk:1,26ebca953fa967010fb93678869941d395dc41303f5064744b0a8e4505bc4ed8,b649c96c8db665b2d24916c9dcb46b250f8bb5b6e85c9b4d87ec85b2841b4897,,22,train
IMG_20250504_210729.jpg,train,480,640,2025-05-04T21:07:29,2.5kg:1;25kg:2;2kg:1;5kg:1;zacisk:1,01caed45eaaea84dbe5f2e76c0399997a26359b47a97eee01ef05dbdfe3653c8,84a49b989b793c77ac679c72f6a591492d862f52665162b0c18a61be1d6f5ea5,,8,test
IMG_20251106_134529_jpg,train,640,640,2025-11-06T13:45:29,10kg:1;2.5kg:1;25kg:1;2kg:1;zacisk:1,ada08afe6e2f6a1004310fff572d82d831c35f21357eb1aa6854f9f9644b3147,f4aa99528b28aaa53b75de15cc0c3aa52d98c64af4c35aac0b79d4e3d14e1f35,,16,train
IMG_20251107_104528_jpg,train,640,640,2025-11-07T10:45:28,15kg:1;1kg:1;25kg:3;zacisk:1,d39f5a115f9820d93f3fe0042697e2a1cff31788a3f338d46054ce2d3df3a809,af2bd6d210dc6178f8fc128ca1edad686070421767399ac28f88f5bc1ef22fc3,,19,train
IMG_20251009_123545_jpg,train,640,640,2025-10-09T12:35:45,10kg:1;2.5kg:1;25kg:1;zacisk:1,bcf377e9ab9187524eaa4752aa1128e1c206ea90173fbcd36d10f92e41b1f688,ce5e9b29cc6c64869931e65c9b276ce1198c66dae6d36d866672c61b31ce1961,,13,train
IMG_20251106_132946_jpg,train,640,640,2025-11-06T13:29:46,10kg:1;2.5kg:1;25kg:1;2kg:1;zacisk:1,0c182861bb988288b62232ce1aa6766dd46c3b08212a1b71788798b6b19905db,f6d1c96fda4a32ae592bd4b2a9a554a52c2db69427e10a95a65af1d65bc81496,,15,train
IMG_20251107_100125.jpg,train,480,640,2025-11-07T10:01:25,1.5kg:1;2.5kg:1;20kg:1;25kg:2;zacisk:1,4526ead64dc6171a0dbece2a533f795de07a9f831f6e138f9ebaa38fd42b1ea0,dc0ec2f961f8180ecff366057f1dc1f01cdf6731565c184ee1b134669ccc5a19,,17,train
IMG_20251107_113233_jpg,train,640,640,2025-11-07T11:32:33,1.5kg:1;10kg:1;2.5kg:1;25kg:3;zacisk:1,7753bf6d5f147cfd164751c24ebca0ab7f458a86a523028fa5188bf5b3862d61,a4a5d2d59210652cdae73463c32a35baad2aa4ca2ce21f7aef1aa96f2c521b4f,,21,train
IMG_20251107_120100_jpg,train,640,640,2025-11-07T12:01:00,25kg:4;2kg:1;5kg:1;zacisk:1,6f614b1992d2799cdb933df8d2f468de150130f9ac7da8bc2b94cb01c186d9ac,ad87d296d2f02969931e214f5a6024b0c92be51e5b3cd2d6a1e31c7b1cb4df87,,22,train
IMG_20250501_190139.jpg,train,640,640,2025-05-01T19:01:39,25kg:1;2kg:1;5kg:1;zacisk:1,fae1becff7e1e8843a94eed7e2a626dd6216b692d511a96757f4c8df60fba349,a32192d2ccdcb23639cc8d69f333b1861cd68f09d9ccb3c60ed68f4df1239cc4,,2,val
IMG_20250929_121631.jpg,train,480,640,2025-09-29T12:16:31,1kg:1;20kg:1;zacisk:1,3e4e24b3c288e0136e0dfbe33a352d8b6698d5db3d1aa9c28946a3f55b6c4486,8c159f54732aca9761ca6ba9d9176eae726d98176c93306d86857073967d24c3,,10,train
IMG_20250504_205430.jpg,train,480,640,2025-05-04T20:54:30,1.5kg:1;10kg:1;2.5kg:1;25kg:2;zacisk:1,1b0491a1608a8a627705482912df55067b91d1772585ff45d88e73055f209d99,8e948f85934b8f1b65e76fe4cbc874e883753b5746a96885cc9c706883e46e0d,,8,test
IMG_20251107_104453_jpg,train,640,640,2025-11-07T10:44:53,15kg:1;25kg:3;2kg:1;zacisk:1,73ad395d66bc2dd0c0dfc812a710cb28dadd752062e45af5d8995cc558de0dfc,b0418f0f87023c4b4d2ea0f082da4f0fb1f013e3374bdb16c3f38359cf1e7a1f,,19,train
IMG_20250929_120747_jpg,train,640,640,2025-09-29T12:07:47,1.5kg:1;20kg:1;zacisk:1,733ce1006e80b1dad36b0fe835469e4e9eec509bd3b339f045c9d925298a840c,996499b69b39324ccc66cccb33936619e66c6664339a3193ce39999c64db6599,,10,train
IMG_20251107_113426_jpg,train,640,640,2025-11-07T11:34:26,0.5kg:1;10kg:1;2.5kg:1;25kg:3;zacisk:1,08fde7ad2491fba51145d7d78ec88ea04d3ecad3ea6b89ca7f1ae21497f02758,9336cdb26ec9264dd4c832644c93793794cc93630292cb17376d859b6af67a95,,21,train
IMG_20251106_140832_jpg,train,640,640,2025-11-06T14:08:32,15kg:1;1kg:1;2.5kg:1;zacisk:1,d78f219f31e72716783d698acca1069057c1297064bb3e65e671a3fe8ec9a090,e1f38e0618ec218fb339f30cdc0666c98ce69d33e663e4ceb9999319c33468e6,,16,train
IMG_20250504_205424.jpg,train,480,640,2025-05-04T20:54:24,1.5kg:1;10kg:1;2.5kg:1;25kg:2;zacisk:1,f23b55185c80da841e5cc6a2051b61fe390fc7f25bc7befe7ea5d49c136848cd,8e958e85934b8f1b65e76fe4cbc874e883753b4746a9688dcc9c706883e46a2d,,8,test
IMG_20250501_191503.jpg,train,640,640,2025-05-01T19:15:03,1kg:1;2.5kg:1;20kg:1;25kg:1;zacisk:1,0cddff517381b92cd1c602f3deb3ed3f0ff853914bf8454be304f9302a367868,a12dedba3ca770d25ac25370e37fd1b6ea5449937493b27966125235183b3383,,2,val
IMG_20251107_115909_jpg,train,640,640,2025-11-07T11:59:09,25kg:4;2kg:1;5kg:1;zacisk:1,bb26b1afc4204006a8a7efbc81a5336e48417b3421a77bf75b2ebdaf62d69f26,ad4ed4e492f46a549c662560d5743c758b7191e39c3f9c70a891cabf643a5c63,,22,train
IMG_20250504_205347.jpg,train,480,640,2025-05-04T20:53:47,10kg:1;1kg:1;2.5kg:1;25kg:2;zacisk:1,967cc3b5e2b3cd40d248e051cf0dcc3f4a5f051a7b773d7efbfd7c974e45aa39,8e968f85916b8f9b64e76ba0f8c874e823713b2b62a92c94607c33e90b6f2e0f,,8,test
IMG_20251106_135728.jpg,train,480,640,2025-11-06T13:57:28,0.5kg:1;10kg:1;2.5kg:1;25kg:1;zacisk:1,cc58dc4bb8d5874ac5d249e0e25a5ff38ec83a822e509e466865440cc78d4199,a44da98051aa2e552eeb1d777ae4fd5af2807246e04c785909f31eb798ea7ac1,,16,train
ZE_11.png,train,640,532,,20kg:1;25kg:3;zacisk:1,8830d2c676c5a6451b78eb4093c96e5d49d91d05ed2dc420774a98686e439902,f3e60c390c993126c2cd9dfdb1364ec864393be7853f7282c0008ed03fff4eb8,third_party_video,,excluded
IMG_20251107_101036_jpg,train,640,640,2025-11-07T10:10:36,0.5kg:1;2.5kg:1;20kg:1;25kg:2;zacisk:1,21bb9b2741efda3654c22afb40ecd0e91eb0a670153245826b9e87fba7fd2476,a2569a5a9871a5b0d19c679a03f281e287d089cc5bce5eccf4a6fcc62d5e6c2e,,17,train
IMG_20250501_191213.jpg,train,640,640,2025-05-01T19:12:13,1.5kg:1;2.5kg:1;20kg:1;25kg:1;zacisk:1,9a1467aa642e3437a3179b9b0513e02d6eb9322f622c3740e2668b3dbbc91bc6,a16aed767da670955294534562e4d364ca745bb55dbee27168b4623498783457,,2,val
IMG_20251009_133628_jpg,train,640,640,2025-10-09T13:36:28,10kg:1;25kg:1;zacisk:1,f993fc74844fee59ab878e16777274c65a24029c0c328612d16b0ed46e98a5fa,ce6199b4993766d3999c666999326696998e6669339964d366639b6c33981996,,13,train
IMG_20251107_104534_jpg,train,640,640,2025-11-07T10:45:34,15kg:1;1kg:1;25kg:3;zacisk:1,ad5d13ff7557ace9bab7e1fbf1740c2d8254e164598d8713eb292a60fc84c949,ae23960e12d62139f8dc599c18c7adafa529e0f37571dad6529ea02da4637742,,19,train
IMG_20250501_191340.jpg,train,640,640,2025-05-01T19:13:40,2.5kg:1;20kg:1;25kg:1;2kg:1;zacisk:1,c83afef1f0c295377a00c719035e8f919a5819947b4603a1e5d763b7e9e64943,a12dfdb33c82308a3b92eb72e3779995aa521d9a36ccb2698c829b249d8da7c5,,2,val
IMG_20250504_192451.jpg,train,640,640,2025-05-04T19:24:51,0.5kg:1;15kg:1;2.5kg:1;zacisk:1,44a71b751d5b317e5da7c065fa9e3523a1b9a500abc2ef5192c850d198169832,d555d1551aede1162abbcc6de5563b98ccb2e5337341a4c42aaae532954d1ac9,,6,test
IMG_20250501_185951.jpg,train,640,640,2025-05-01T18:59:51,1.5kg:1;25kg:1;5kg:1;zacisk:1,5e200d3c3906b7b52d134821854f79771d51e631a49042fa4dd1c03d22c6ef43,e135b25bcccab23658c68ce46339f33d18d227330cccf18d33224eda273ce9e9,,2,val
IMG_20251107_104821_jpg,train,640,640,2025-11-07T10:48:21,15kg:1;25kg:3;2kg:1;zacisk:1,9339b6a371b9c7075f33b7195624a23ccf560918213083227f0343c860f9de86,a4359e7b93c663aca82865af57531252905498e36fab0e69a839d0dc5b571f47,,19,train
IMG_20250501_190657.jpg,train,640,640,2025-05-01T19:06:57,2.5kg:1;25kg:1;2kg:1;5kg:1;zacisk:1,ea2832b9c50963ece8f0c9f1d734e9b7822090c45e45d65db85657d8fba97f79,a4b6fc993c9930c93949cd7ba73b9b8aad491cc91e46b3668ee1cb3288dc86c2,,2,val
IMG_20251106_134514_jpg,train,640,640,2025-11-06T13:45:14,10kg:1;2.5kg:1;25kg:1;2kg:1;zacisk:1,d3e44bfe1da1c7b209915e5858f6d6d8c0a9e2fded77b8db1a3896d9cf4fb84c,e5c7969adb8d4d6d133112b1d546ea631b2c1a98d233e96b3ba50632ca72e58d,,16,train
IMG_20251107_110504_jpg,train,640,640,2025-11-07T11:05:04,15kg:1;2.5kg:1;25kg:3;2kg:1;zacisk:1,943e973cb1318bd4618af5e3c181f1bc5c44dfb0cba5c1d2b4db3e854e3b7558,e6629c469191fb19a83ce33defc36c46dc72c53c95469cc3dad18a9ca13d3941,,20,train
IMG_20251106_140421_jpg,train,640,640,2025-11-06T14:04:21,0.5kg:1;15kg:1;2.5kg:1;zacisk:1,3b571661ca28d7795ec4824c26b0f568b811e334606b6508aaf192212c335da6,b336c96d6ec93312c64c36491993270ccf39cc6639363933f6ccc6cc06713db3,,16,train
IMG_20250929_121929_jpg,train,640,640,2025-09-29T12:19:29,20kg:1;zacisk:1,c1ac5a1d19cae55098f360bf3bd69694f47f1ba96a020cb072d77b909d0c4e41,cc669933ccd366cc9999cccc99b166c9ccc66664333266c36cccd96666673199,,10,train
IMG_20250504_205941.jpg,train,480,640,2025-05-04T20:59:41,15kg:1;2.5kg:1;25kg:2;2kg:1;zacisk:1,44df564f8225142c0d4342dea6afb120aa2554c398019ea4863b65099bc7c08d,8c2a8638b29c1eba6f0a3a0ae207bb9707c672f89cba693b93c363c62f88787b,,8,test
IMG_20251107_100520_jpg,train,640,640,2025-11-07T10:05:20,0.5kg:1;2.5kg:1;20kg:1;25kg:2;zacisk:1,77bc81c6c3c96f3d9f28f91171c101751695db76aa8002072b1271b0a28405a7,b24b8f8f8b267a764c9ba1f1125c762ef1a04749b03f49bb9368fd388d9207c8,,17,train
ZE_97.png,train,640,534,,20kg:1;25kg:1;2kg:1;zacisk:1,f6df357b41620ac26af464eda4e9c9593bddce74006dd1faffd4bb6ff4d45860,dd7bf16a8c437759b7696d98363455a3729d613052843443db06d1996b5a25b6,third_party_video,,excluded
IMG_20251106_134743_jpg,train,640,640,2025-11-06T13:47:43,10kg:1;2.5kg:1;25kg:1;2kg:1;zacisk:1,e5e1321513bf4aa3ecb1741a7900683440a4e920d2e684c5819393cada2c0293,b082c36dac58ad214c625e7cd397eb972c49a13ea196746c0be93a3aded15ab4,,16,train
IMG_20251106_140544_jpg,train,640,640,2025-11-06T14:05:44,15kg:1;2.5kg:1;2kg:1;zacisk:1,09223ea35eb701158c6a0a0eabb7d68b51a1ddb97ee27430bbd214529634e80f,cc63cce7739c339cf3191bb10cc6a2ccf0d9ce330e664ce6b3b9d29949bc0886,,16,train
IMG_20251106_140818.jpg,train,480,640,2025-11-06T14:08:18,15kg:1;1kg:1;2.5kg:1;zacisk:1,c4c7cbd4a9ee9d275f89b2149952fa850b19ee5768d3b1013c2efb960a09cc84,f1c68e31026c60ce863197330639b3ad8673e37fab31ad92ae71a9cc9263f4a6,,16,train
IMG_20250929_123406.jpg,train,480,640,2025-09-29T12:34:06,1.5kg:1;2.5kg:1;20kg:1;zacisk:1,5cf6a72a35f227b7a5a3080928ebdb4594d516de4ec8111bb0c6b48b64c68df1,8f153baad4a6657561cbb0c527e197809ba2cf14694ad8d76ba3921c6684a57f,,11,train
IMG_20251106_140511_jpg,train,640,640,2025-11-06T14:05:11,15kg:1;2.5kg:1;2kg:1;zacisk:1,1a42771a3d0e8cd036455871c09e81f7e0ad823937071b7b5bd864384cd72be0,ee63ccc65b983308e3d1399b0c66766d58c893330e666c66b133a6d9273c79a6,,16,train
ZE_199.png,train,640,536,,2.5kg:1;25kg:2;5kg:1;zacisk:1,33b35f819133fa1a817efb1c0846c2737e2fb5ff413bad9aff6bde9c5c07ba6f,e93373ce80d9419d1256e90f56f572c42903d2dd7e03a36cad8b7a50b98b04fd,third_party_video,,excluded
IMG_20251106_135532_jpg,train,640,640,2025-11-06T13:55:32,10kg:1;1kg:1;2.5kg:1;25kg:1;zacisk:1,096703bd9cf2907f2b124ed8573e697e972ba38967bf25c35fc9056a784a0929,ae91d92d476c3492cc676648593d74dd31dade611b37193424cc66434ef90dbc,,16,train
IMG_20251009_121539_jpg,train,640,640,2025-10-09T12:15:39,10kg:1;2.5kg:1;2kg:1;zacisk:1,382981f5c9957242948ec4504f21c26d0332e57123a62efb7288fcc8cc568439,cc669932989332cc330cccd9673366d98ccd66cc66cc649bccccccece6333333,,12,val
IMG_20251106_141055.jpg,train,480,640,2025-11-06T14:10:55,15kg:1;1kg:1;2.5kg:1;zacisk:1,d494ee60b0495ba40f85d30218b47930fa9575b703b01a23db36eb4c22c5d385,e219e3511dd61cced249f731e2321aee184dff52e7327677904a108a3f948e72,,16,train
IMG_20250501_191505.jpg,train,640,640,2025-05-01T19:15:05,1kg:1;2.5kg:1;20kg:1;25kg:1;zacisk:1,88ba7d03a3682b8add2cb1f4dc9be066040d9b34c16e005a36a672f0ef106bf0,a12dedba3ca770d05ac24370e377d9b6ea544d937493b27966165235183b3383,,2,val
IMG_20250504_205921.jpg,train,480,640,2025-05-04T20:59:21,1.5kg:1;15kg:1;2.5kg:1;25kg:2;zacisk:1,41fd4b62d276c2f556f987a74d5c4c2a020b7a1dd83e3ef2f63a8ad6c9acf91c,8c2b863ab2dc1eba6f083a8ae2073b9307863af8dcba69bb928363c6ae8a1c7b,,8,test
IMG_20250929_123812_jpg,train,640,640,2025-09-29T12:38:12,0.5kg:1;2.5kg:1;20kg:1;zacisk:1,3935b80b8c2d9fb8b82ca30a485328b0d338b9008b823c615ff69913d0c49ffb,99249932999b64ccce64cd3199b664ccce6ccecd9b3c31b3ce6498cc99a53333,,11,train
IMG_20250504_205642.jpg,train,480,640,2025-05-04T20:56:42,10kg:1;1kg:1;2.5kg:1;25kg:2;zacisk:1,93b1942b672c63427c34a70c088ca43a6d9ef9f0e641bba42cc0d5990d386b9a,886a8430b6b41cea6f10780ec61ffb1787dc76919df86922939f67d52e0878f2,,8,test
